2026-09-19T19:51:01+00:00 watchdog v2 start pid 637333 guarding ^/bin/bash /root/night-20260919/serve[.]sh (sclk guard 1; DC envelope guard: >= 1228 W once or >= 1200 W twice, from /root/night-20260919/step4-ctxshift-smc.log)
2026-09-19T19:51:02+00:00 card0:1730MHz/0%/0 card1:1730MHz/0%/0 card2:1730MHz/0%/0 card3:1730MHz/0%/0
2026-09-19T20:21:38+00:00 card0:1730MHz/98%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:21:43+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/19%/0 card3:1730MHz/7%/0
2026-09-19T20:21:48+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:21:53+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:21:58+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/76%/1 card3:1000MHz/3%/0
2026-09-19T20:22:03+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:22:08+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:22:13+00:00 card0:1730MHz/100%/0 card1:1000MHz/18%/0 card2:1730MHz/12%/0 card3:1730MHz/97%/0
2026-09-19T20:22:18+00:00 card0:1730MHz/100%/0 card1:1000MHz/13%/0 card2:1730MHz/22%/0 card3:1730MHz/96%/0
2026-09-19T20:22:23+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:22:28+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:22:34+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:22:39+00:00 card0:1730MHz/100%/0 card1:1674MHz/100%/0 card2:1608MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:22:44+00:00 card0:1730MHz/3%/0 card1:1730MHz/85%/0 card2:1730MHz/98%/0 card3:1730MHz/99%/0
2026-09-19T20:22:49+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1674MHz/100%/0
2026-09-19T20:22:54+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:22:59+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/21%/0 card3:1730MHz/1%/0
2026-09-19T20:23:04+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:23:09+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:23:14+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0
2026-09-19T20:23:19+00:00 card0:1730MHz/100%/0 card1:1000MHz/3%/0 card2:1730MHz/72%/0 card3:1730MHz/98%/0
2026-09-19T20:23:24+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:23:29+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:23:34+00:00 card0:1000MHz/6%/0 card1:1730MHz/76%/0 card2:1730MHz/98%/0 card3:1730MHz/99%/0
2026-09-19T20:23:39+00:00 card0:1730MHz/19%/0 card1:1730MHz/18%/0 card2:1730MHz/18%/0 card3:1730MHz/26%/0
2026-09-19T20:23:44+00:00 card0:1730MHz/4%/0 card1:1730MHz/80%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:23:49+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0
2026-09-19T20:23:54+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:23:59+00:00 card0:1730MHz/20%/0 card1:1730MHz/97%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:24:04+00:00 card0:1730MHz/25%/0 card1:1730MHz/97%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:24:09+00:00 card0:1000MHz/16%/0 card1:1730MHz/40%/0 card2:1730MHz/98%/0 card3:1730MHz/99%/0
2026-09-19T20:24:14+00:00 card0:1000MHz/100%/1 card1:1000MHz/6%/0 card2:1730MHz/72%/0 card3:1730MHz/99%/0
2026-09-19T20:24:19+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:24:24+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0
2026-09-19T20:24:30+00:00 card0:1730MHz/93%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:24:35+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1730MHz/41%/0 card3:1730MHz/98%/0
2026-09-19T20:24:40+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:24:45+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1000MHz/51%/1
2026-09-19T20:24:50+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:24:55+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:25:00+00:00 card0:1000MHz/20%/0 card1:1730MHz/11%/0 card2:1730MHz/96%/0 card3:1730MHz/99%/0
2026-09-19T20:25:05+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0
2026-09-19T20:25:10+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:25:15+00:00 card0:1730MHz/24%/0 card1:1730MHz/97%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:25:20+00:00 card0:1730MHz/87%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:25:25+00:00 card0:1730MHz/96%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:25:30+00:00 card0:1730MHz/98%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:25:35+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:25:40+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:25:45+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:25:50+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:25:55+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:26:00+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:26:05+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:26:10+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:26:15+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1730MHz/84%/0 card3:1730MHz/99%/0
2026-09-19T20:26:21+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/8%/0 card3:1000MHz/0%/0
2026-09-19T20:26:26+00:00 card0:1000MHz/5%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:26:31+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0
2026-09-19T20:26:36+00:00 card0:1730MHz/2%/0 card1:1730MHz/5%/0 card2:1730MHz/4%/0 card3:1000MHz/0%/0
2026-09-19T20:26:41+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/18%/0 card3:1000MHz/1%/0
2026-09-19T20:26:46+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:26:51+00:00 card0:1000MHz/11%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/17%/0
2026-09-19T20:26:56+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1000MHz/35%/1
2026-09-19T20:27:01+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:27:06+00:00 card0:1000MHz/0%/0 card1:1000MHz/12%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:27:11+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0
2026-09-19T20:27:16+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1730MHz/0%/0 card3:1000MHz/1%/0
2026-09-19T20:27:21+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:27:26+00:00 card0:1000MHz/4%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:27:31+00:00 card0:1730MHz/7%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/0%/0
2026-09-19T20:27:36+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1000MHz/19%/0 card3:1000MHz/0%/0
2026-09-19T20:27:41+00:00 card0:1730MHz/7%/0 card1:1000MHz/1%/0 card2:1000MHz/0%/0 card3:1730MHz/0%/0
2026-09-19T20:27:46+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/100%/0
2026-09-19T20:27:51+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1000MHz/43%/1 card3:1000MHz/1%/0
2026-09-19T20:27:56+00:00 card0:1730MHz/100%/0 card1:1000MHz/7%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:28:01+00:00 card0:1000MHz/8%/0 card1:1000MHz/2%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:28:06+00:00 card0:1730MHz/95%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:28:11+00:00 card0:1000MHz/0%/0 card1:1730MHz/78%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:28:17+00:00 card0:1000MHz/49%/1 card1:1000MHz/3%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:28:22+00:00 card0:1730MHz/99%/0 card1:1730MHz/100%/0 card2:1730MHz/100%/0 card3:1000MHz/47%/1
2026-09-19T20:28:27+00:00 card0:1730MHz/97%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:28:32+00:00 card0:1730MHz/0%/0 card1:1730MHz/90%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:28:37+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1730MHz/20%/0 card3:1730MHz/96%/0
2026-09-19T20:28:42+00:00 card0:1674MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:28:47+00:00 card0:1540MHz/100%/0 card1:1540MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:28:52+00:00 card0:1540MHz/100%/0 card1:1540MHz/100%/0 card2:1730MHz/100%/0 card3:1730MHz/100%/0
2026-09-19T20:28:57+00:00 card0:1608MHz/100%/0 card1:1445MHz/100%/0 card2:1608MHz/100%/0 card3:1674MHz/100%/0
2026-09-19T20:29:02+00:00 card0:1730MHz/100%/0 card1:1730MHz/100%/0 card2:1540MHz/100%/0 card3:1608MHz/100%/0
2026-09-19T20:29:07+00:00 card0:1608MHz/100%/0 card1:1674MHz/100%/0 card2:1674MHz/100%/0 card3:1540MHz/100%/0
2026-09-19T20:29:12+00:00 card0:1000MHz/6%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/0%/0
2026-09-19T20:29:17+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:29:22+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1730MHz/0%/0 card3:1000MHz/3%/0
2026-09-19T20:29:27+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1000MHz/35%/1
2026-09-19T20:29:32+00:00 card0:1000MHz/0%/0 card1:1730MHz/89%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:29:37+00:00 card0:1000MHz/42%/1 card1:1000MHz/1%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:29:42+00:00 card0:1000MHz/5%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/55%/0
2026-09-19T20:29:47+00:00 card0:1730MHz/87%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:29:52+00:00 card0:1000MHz/41%/1 card1:1000MHz/1%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:29:57+00:00 card0:1000MHz/0%/0 card1:1000MHz/15%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:30:02+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:30:08+00:00 card0:1000MHz/100%/1 card1:1000MHz/4%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:30:13+00:00 card0:1000MHz/4%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1730MHz/80%/0
2026-09-19T20:30:18+00:00 card0:1730MHz/99%/0 card1:1730MHz/99%/0 card2:1000MHz/13%/0 card3:1000MHz/0%/0
2026-09-19T20:30:23+00:00 card0:1000MHz/21%/0 card1:1000MHz/1%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:30:28+00:00 card0:1000MHz/2%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:30:33+00:00 card0:1000MHz/15%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:30:38+00:00 card0:1000MHz/0%/0 card1:1000MHz/0%/0 card2:1730MHz/86%/0 card3:1730MHz/99%/0
2026-09-19T20:30:43+00:00 card0:1000MHz/7%/0 card1:1000MHz/0%/0 card2:1000MHz/0%/0 card3:1000MHz/0%/0
2026-09-19T20:30:48+00:00 card0:1730MHz/87%/0 card1:1730MHz/99%/0 card2:1730MHz/99%/0 card3:1730MHz/99%/0
2026-09-19T20:30:53+00:00 card0:1000MHz/7%/0 card1:1000MHz/1%/0 card2:1000MHz/0%/0 card3:1730MHz/0%/0
2026-09-19T20:30:58+00:00 card0:1730MHz/0%/0 card1:1730MHz/0%/0 card2:1730MHz/0%/0 card3:1730MHz/0%/0
2026-09-19T20:31:03+00:00 card0:1730MHz/0%/0 card1:1730MHz/0%/0 card2:1730MHz/0%/0 card3:1730MHz/0%/0
2026-09-19T20:31:08+00:00 card0:1730MHz/0%/0 card1:1730MHz/0%/0 card2:1730MHz/0%/0 card3:1730MHz/0%/0
2026-09-19T20:31:13+00:00 queue done, watchdog exit
